Nama Prodi,Nama PT,Jenjang
Hukum,Universitas Islam Negeri Sunan Ampel,S1
Sastra Indonesia,Universitas Islam Negeri Sunan Ampel,S1
Bahasa Dan Sastra Arab,Universitas Islam Negeri Sunan Ampel,S1
Pendidikan Bahasa Arab,Universitas Islam Negeri Sunan Ampel,S1
Sejarah Peradaban Islam,Universitas Islam Negeri Sunan Ampel ,S1
Pendidikan Matematika,Universitas Islam Negeri Sunan Gunung Djati,S1
Teknik Informatika,Universitas Islam Negeri Sunan Gunung Djati,S1
Bahasa Dan Sastra Arab,Universitas Islam Negeri Sunan Gunung Djati,S1
Pendidikan Agama Islam,Universitas Islam Negeri Sunan Gunung Djati,S1
Manajemen Dakwah,Universitas Islam Negeri Sunan Gunung Djati,S1
Sosiologi,Universitas Islam Negeri Sunan Gunung Djati,S1
Sastra Inggris,Universitas Islam Negeri Sunan Gunung Djati,S1
Manajemen Pendidikan Islam,Universitas Islam Negeri Sunan Gunung Djati,S1
Ilmu Alquran Dan Tafsir,Universitas Islam Negeri Sunan Gunung Djati,S1
Studi Agama-Agama,Universitas Islam Negeri Sunan Gunung Djati,S1
Pendidikan Bahasa Arab,Universitas Islam Negeri Sunan Gunung Djati,S1
Aqidah Dan Filsafat Islam,Universitas Islam Negeri Sunan Gunung Djati,S1
Ilmu Hadis,Universitas Islam Negeri Sunan Gunung Djati,S1
Pengembangan Masyarakat Islam,Universitas Islam Negeri Sunan Gunung Djati,S1
Ilmu Hukum,Universitas Islam Negeri Sunan Gunung Djati,S1
Hukum Pidana Islam (Jinayah),Universitas Islam Negeri Sunan Gunung Djati,S1
Perbandingan Mazhab,Universitas Islam Negeri Sunan Gunung Djati,S1
Ilmu Komunikasi,Universitas Islam Negeri Sunan Gunung Djati,S1
Tasawuf Dan Psikoterapi,Universitas Islam Negeri Sunan Gunung Djati,S1
Hukum Ekonomi Syariah (Muamalah),Universitas Islam Negeri Sunan Gunung Djati,S1
Pendidikan Kimia,Universitas Islam Negeri Sunan Gunung Djati,S1
Ilmu Politik,Universitas Islam Negeri Sunan Gunung Djati,S1
Kimia,Universitas Islam Negeri Sunan Gunung Djati,S1
Komunikasi Dan Penyiaran Islam,Universitas Islam Negeri Sunan Gunung Djati,S1
Pendidikan Fisika,Universitas Islam Negeri Sunan Gunung Djati,S1
Biologi,Universitas Islam Negeri Sunan Gunung Djati,S1
Agroteknologi,Universitas Islam Negeri Sunan Gunung Djati,S1
Pendidikan Biologi,Universitas Islam Negeri Sunan Gunung Djati,S1
Ekonomi Syariah,Universitas Islam Negeri Sunan Gunung Djati,S1
Pendidikan Bahasa Inggris,Universitas Islam Negeri Sunan Gunung Djati,S1
Akuntansi Syari'Ah,Universitas Islam Negeri Sunan Gunung Djati,S1
Bimbingan Dan Konseling Islam,Universitas Islam Negeri Sunan Gunung Djati,S1
Pendidikan Guru Madrasah Ibtidaiyah,Universitas Islam Negeri Sunan Gunung Djati,S1
Hukum Keluarga (Akhwal Syahsiyyah),Universitas Islam Negeri Sunan Gunung Djati,S1
Manajemen Keuangan Syari`Ah,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Psikologi,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Manajemen,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Teknik Elektro,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Administrasi Publik,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Matematika,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Hukum Tatanegara (Siyasah),Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Fisika,Universitas Islam Negeri Sunan Gunung Djati Bandung,S1
Sejarah Peradaban Islam,Universitas Islam Negeri Sunan Gunung Jati,S1
Pendidikan Islam Anak Usia Dini,Universitas Islam Negeri Sunan Gunung Jati Bandung,S1
Akuntansi Syariah,Universitas Islam Negeri Sunan Kalijaga,S1
Matematika,Universitas Islam Negeri Sunan Kalijaga,S1
Kimia,Universitas Islam Negeri Sunan Kalijaga,S1
Pendidikan Kimia,Universitas Islam Negeri Sunan Kalijaga,S1
Manajemen Pendidikan Islam,Universitas Islam Negeri Sunan Kalijaga,S1
Teknik Industri,Universitas Islam Negeri Sunan Kalijaga,S1
Pendidikan Biologi,Universitas Islam Negeri Sunan Kalijaga,S1
Manajemen Dakwah,Universitas Islam Negeri Sunan Kalijaga,S1
Pendidikan Fisika,Universitas Islam Negeri Sunan Kalijaga,S1
Ilmu Komunikasi,Universitas Islam Negeri Sunan Kalijaga,S1
Ilmu Perpustakaan,Universitas Islam Negeri Sunan Kalijaga,S1
Komunikasi Dan Penyiaran Islam,Universitas Islam Negeri Sunan Kalijaga,S1
Pengembangan Masyarakat Islam,Universitas Islam Negeri Sunan Kalijaga,S1
Fisika,Universitas Islam Negeri Sunan Kalijaga,S1
Hukum Tata Negara,Universitas Islam Negeri Sunan Kalijaga,S1
Aqidah Dan Filsafat Islam,Universitas Islam Negeri Sunan Kalijaga,S1
Manajemen Keuangan Syari'Ah,Universitas Islam Negeri Sunan Kalijaga,S1
Perbankan Syariah,Universitas Islam Negeri Sunan Kalijaga,S1
Sosiologi Agama,Universitas Islam Negeri Sunan Kalijaga,S1
Ekonomi Syari'Ah,Universitas Islam Negeri Sunan Kalijaga,S1
Pendidikan Islam Anak Usia Dini (Piaud),Universitas Islam Negeri Sunan Kalijaga,S1
Sastra Inggris,Universitas Islam Negeri Sunan Kalijaga,S1
Psikologi,Universitas Islam Negeri Sunan Kalijaga,S1
Teknik Informatika,Universitas Islam Negeri Sunan Kalijaga,S1
Ilmu Kesejahteraan Sosial,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Pendidikan Matematika,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Sosiologi,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Ilmu  Hadist,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Biologi,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Studi Agama Agama,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Bahasa Dan Sastra Arab,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Ilmu Hukum,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Sejarah Dan Kebudayaan Islam,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Bimbingan Dan Konseling Islam,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Ilmu Al Qur`An Dan Tafsir,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Perbandingan Mazhab,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Hukum Keluarga Islam (Ahwal Syakhsiyyah),Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Hukum Ekonomi Syariah (Muamalah),Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Pendidikan Guru Madrasah Ibtidaiyah,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Pendidikan Agama Islam,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,S1
Sosiologi,Universitas Islam Negeri Syarif Hidayatullah,S1
Sejarah Dan Peradaban Islam,Universitas Islam Negeri Syarif Hidayatullah,S1
Bahasa Dan Sastra Arab,Universitas Islam Negeri Syarif Hidayatullah,S1
Ilmu Perpustakaan,Universitas Islam Negeri Syarif Hidayatullah,S1
Agribisnis,Universitas Islam Negeri Syarif Hidayatullah,S1
Ilmu Politik,Universitas Islam Negeri Syarif Hidayatullah,S1
Ilmu Hubungan Internasional,Universitas Islam Negeri Syarif Hidayatullah,S1
Sastra Inggris,Universitas Islam Negeri Syarif Hidayatullah,S1
Teknik Informatika,Universitas Islam Negeri Syarif Hidayatullah,S1
Matematika,Universitas Islam Negeri Syarif Hidayatullah,S1
Tadris Biologi,Universitas Islam Negeri Syarif Hidayatullah,S1
Pendidikan Islam Anak Usia Dini,Universitas Islam Negeri Syarif Hidayatullah,S1
Sistem Informasi,Universitas Islam Negeri Syarif Hidayatullah,S1
Ilmu Al Qur`An Dan Tafsir,Universitas Islam Negeri Syarif Hidayatullah,S1
Studi Agama-Agama,Universitas Islam Negeri Syarif Hidayatullah,S1
Komunikasi Dan Penyiaran Islam,Universitas Islam Negeri Syarif Hidayatullah,S1
Aqidah Dan Filsafat Islam,Universitas Islam Negeri Syarif Hidayatullah,S1
Bimbingan Dan Penyuluhan Islam,Universitas Islam Negeri Syarif Hidayatullah,S1
Teknik Pertambangan,Universitas Islam Negeri Syarif Hidayatullah,S1
Tadris Bahasa Inggris,Universitas Islam Negeri Syarif Hidayatullah,S1
Tadris Fisika,Universitas Islam Negeri Syarif Hidayatullah,S1
Pendidikan Matematika,Universitas Islam Negeri Syarif Hidayatullah,S1
Ilmu Hukum,Universitas Islam Negeri Syarif Hidayatullah,S1
Ilmu Tasawuf,Universitas Islam Negeri Syarif Hidayatullah,S1
Tadris Ilmu Pengetahuan Sosial (Ips),Universitas Islam Negeri Syarif Hidayatullah,S1
Manajemen Pendidikan,Universitas Islam Negeri Syarif Hidayatullah,S1
Kimia,Universitas Islam Negeri Syarif Hidayatullah,S1
Biologi,Universitas Islam Negeri Syarif Hidayatullah,S1
Tadris Kimia,Universitas Islam Negeri Syarif Hidayatullah,S1
Kesejahteraan Sosial,Universitas Islam Negeri Syarif Hidayatullah,S1
Tadris Bahasa Indonesia,Universitas Islam Negeri Syarif Hidayatullah,S1
Ekonomi Syariah,Universitas Islam Negeri Syarif Hidayatullah,S1
Pendidikan Guru Madrasah Ibtidaiyah,Universitas Islam Negeri Syarif Hidayatullah,S1
Perbankan Syariah,Universitas Islam Negeri Syarif Hidayatullah,S1
Jurnalistik,Universitas Islam Negeri Syarif Hidayatullah,S1
Ilmu Hadis,Universitas Islam Negeri Syarif Hidayatullah,S1
Psikologi,Universitas Islam Negeri Syarif Hidayatullah,S1
Akuntansi,Universitas Islam Negeri Syarif Hidayatullah,S1
Ekonomi Pembangunan,Universitas Islam Negeri Syarif Hidayatullah,S1
Hukum Keluarga (Ahwal Al-Syakhshiyah),Universitas Islam Negeri Syarif Hidayatullah,S1
Pendidikan Agama Islam,Universitas Islam Negeri Syarif Hidayatullah,S1
Dirasat Islamiyah,Universitas Islam Negeri Syarif Hidayatullah,S1
Hukum Tatanegara (Siyasah),Universitas Islam Negeri Syarif Hidayatullah,S1
Hukum Pidana Islam (Jinayah),Universitas Islam Negeri Syarif Hidayatullah,S1
Hukum Ekonomi Syari`Ah (Mu`Amalah),Universitas Islam Negeri Syarif Hidayatullah,S1
Fisika,Universitas Islam Negeri Syarif Hidayatullah Jakarta,S1
Bimbingan Dan Penyuluhan Islam,Universitas Islam Negeri Walisongo,S1
Komunikasi Dan Penyiaran Islam,Universitas Islam Negeri Walisongo,S1
Pendidikan Guru Madrasah Ibtidaiyah,Universitas Islam Negeri Walisongo,S1
Ilmu Politik,Universitas Islam Negeri Walisongo Semarang,S1
Akuntansi Syari`Ah,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Bahasa Inggris,Universitas Islam Negeri Walisongo Semarang,S1
Sosiologi,Universitas Islam Negeri Walisongo Semarang,S1
Perbankan Syariah,Universitas Islam Negeri Walisongo Semarang,S1
Psikologi,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Agama Islam,Universitas Islam Negeri Walisongo Semarang,S1
Studi Agama-Agama,Universitas Islam Negeri Walisongo Semarang,S1
Hukum Keluarga Islam (Ahwal Al-Syakhsiyyah),Universitas Islam Negeri Walisongo Semarang,S1
Ilmu Hukum,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Fisika,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Bahasa Arab,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Kimia,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Islam Anak Usia Dini,Universitas Islam Negeri Walisongo Semarang,S1
Hukum Pidana Islam,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Matematika,Universitas Islam Negeri Walisongo Semarang,S1
Ilmu Falak,Universitas Islam Negeri Walisongo Semarang,S1
Perbankan Syariah,Universitas Islam Negeri Walisongo Semarang,D-III
Manajemen Dakwah (Md),Universitas Islam Negeri Walisongo Semarang,S1
Ilmu Al-Qur'An Dan Tafsir,Universitas Islam Negeri Walisongo Semarang,S1
Pendidikan Biologi,Universitas Islam Negeri Walisongo Semarang,S1
Kimia,Universitas Islam Negeri Walisongo Semarang,S1
Ekonomi Syariah (Ekonomi Islam),Universitas Islam Negeri Walisongo Semarang,S1
Aqidah Dan Filsafat Islam,Universitas Islam Negeri Walisongo Semarang,S1
Fisika,Universitas Islam Negeri Walisongo Semarang,S1
Matematika,Universitas Islam Negeri Walisongo Semarang,S1
Pengembangan Masyarakat Islam,Universitas Islam Negeri Walisongo Semarang,S1
Biologi,Universitas Islam Negeri Walisongo Semarang,S1
Manajemen,Universitas Islam Negeri Walisongo Semarang,S1
Hukum Ekonomi Syariah (Muamalah),Universitas Islam Negeri Walisongo Semarang,S1
Tasawuf Dan Psikoterapi,Universitas Islam Negeri Walisongo Semarang,S1
Teknologi Informasi,Universitas Islam Negeri Walisongo Semarang,S1
Ilmu Seni Dan Arsitektur Islam,Universitas Islam Negeri Walisongo Semarang,S1
Manajemen Haji Dan Umrah,Universitas Islam Negeri Walisongo Semarang,S1
Ilmu Hukum,Universitas Islam Nusantara,S1
Ilmu Komunikasi,Universitas Islam Nusantara,S1
Agroteknologi,Universitas Islam Nusantara,S1
Pendidikan Bahasa Arab,Universitas Islam Nusantara,S1
Teknik Informatika,Universitas Islam Nusantara,S1
Teknik Elektro,Universitas Islam Nusantara,S1
Pendidikan Pancasila Dan Kewarganegaraan,Universitas Islam Nusantara,S1
Teknik Industri,Universitas Islam Nusantara,S1
Akuntansi,Universitas Islam Nusantara,S1
Manajemen,Universitas Islam Nusantara,S1
Pendidikan Agama Islam,Universitas Islam Nusantara,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Islam Nusantara,S1
Pendidikan Luar Sekolah,Universitas Islam Nusantara,S1
Pendidikan Luar Biasa,Universitas Islam Nusantara,S1
Perbankan Syari'Ah,Universitas Islam Nusantara,S1
Pendidikan Bahasa Inggris,Universitas Islam Nusantara,S1
Ilmu Perpustakaan,Universitas Islam Nusantara,S1
Pendidikan Matematika,Universitas Islam Nusantara,S1
Pendidikan Guru Madrasah Ibtidaiyah,Universitas Islam Nusantara,S1
Komunikasi Dan Penyiaran Islam,Universitas Islam Nusantara,S1
Pendidikan Bahasa Inggris,Universitas Islam Ogan Komering Ilir Kayuagung,S1
Ilmu Hukum,Universitas Islam Ogan Komering Ilir Kayuagung,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Islam Ogan Komering Ilir Kayuagung,S1
Pendidikan Pancasila Dan Kewarganegaraan,Universitas Islam Ogan Komering Ilir Kayuagung,S1
Teknik Sipil,Universitas Islam Ogan Komering Ilir Kayuagung,S1
Teknik Mesin,Universitas Islam Ogan Komering Ilir Kayuagung,S1
Manajemen Sumber Daya Perairan,Universitas Islam Ogan Komering Ilir Kayuagung,S1
Pendidikan Guru Sekolah Dasar,Universitas Islam Raden Rahmat,S1
Manajemen,Universitas Islam Raden Rahmat,S1
Pendidikan Agama Islam,Universitas Islam Raden Rahmat,S1
Agroteknologi,Universitas Islam Raden Rahmat,S1
Ilmu Pemerintahan,Universitas Islam Raden Rahmat,S1
Teknik Elektro,Universitas Islam Raden Rahmat,S1
Teknik Mesin,Universitas Islam Raden Rahmat,S1
Sistem Informasi,Universitas Islam Raden Rahmat,S1
Teknik Informatika,Universitas Islam Raden Rahmat,S1
Pendidikan Ips,Universitas Islam Raden Rahmat,S1
Psikologi,Universitas Islam Raden Rahmat,S1
Ekonomi Syariah,Universitas Islam Raden Rahmat,S1
Perbankan Syariah,Universitas Islam Raden Rahmat,S1
Pendidikan Agama Islam,Universitas Islam Riau,S1
Budidaya Perairan,Universitas Islam Riau,S1
Agribisnis,Universitas Islam Riau,S1
Administrasi Perkantoran,Universitas Islam Riau,D-III
Perencanaan Wilayah Dan Kota,Universitas Islam Riau,S1
Pendidikan Matematika,Universitas Islam Riau,S1
Manajemen,Universitas Islam Riau,S1
Akuntansi,Universitas Islam Riau,S1
Ekonomi Pembangunan,Universitas Islam Riau,S1
Ilmu Hukum,Universitas Islam Riau,S1
Pendidikan Biologi,Universitas Islam Riau,S1
Akuntansi,Universitas Islam Riau,D-III
Teknik Geologi,Universitas Islam Riau,S1
Agroteknologi,Universitas Islam Riau,S1
Pendidikan Islam Anak Usia Dini,Universitas Islam Riau,S1
Pendidikan Guru Sekolah Dasar,Universitas Islam Riau,S1
Administrasi Publik,Universitas Islam Riau,S1
Hubungan Internasional,Universitas Islam Riau,S1
Pendidikan Bahasa Inggris,Universitas Islam Riau,S1
Administrasi Bisnis,Universitas Islam Riau,S1
Teknik Mesin,Universitas Islam Riau,S1
Teknik Perminyakan,Universitas Islam Riau,S1
Ekonomi Islam,Universitas Islam Riau,S1
Psikologi,Universitas Islam Riau,S1
Kriminologi,Universitas Islam Riau,S1
Teknik Sipil,Universitas Islam Riau,S1
Pendidikan Bahasa Arab,Universitas Islam Riau,S1
Pendidikan Kimia,Universitas Islam Riau,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Islam Riau,S1
Perbankan Syariah,Universitas Islam Riau,S1
Pendidikan Akuntansi,Universitas Islam Riau,S1
Ilmu Pemerintahan,Universitas Islam Riau,S1
Ilmu Komunikasi,Universitas Islam Riau,S1
Teknik Informatika,Universitas Islam Riau,S1
Akuntansi,Universitas Islam Sultan Agung,S1
Keperawatan,UNIVERSITAS ISLAM SULTAN AGUNG,S1
Ners,UNIVERSITAS ISLAM SULTAN AGUNG,Profesi
Ilmu Komunikasi,Universitas Islam Sultan Agung,S1
Manajemen,Universitas Islam Sultan Agung,S1
Akuntansi,Universitas Islam Sultan Agung,D-III
Farmasi,UNIVERSITAS ISLAM SULTAN AGUNG,S1
Sastra Inggris,Universitas Islam Sultan Agung,S1
Teknik Industri,Universitas Islam Sultan Agung,S1
Sejarah Dan Peradaban Islam,Universitas Islam Sultan Agung,S1
Psikologi,Universitas Islam Sultan Agung,S1
Teknik Sipil,Universitas Islam Sultan Agung,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Islam Sultan Agung,S1
Pendidikan Agama Islam,Universitas Islam Sultan Agung,S1
Teknik Informatika,Universitas Islam Sultan Agung,S1
Perencanaan Wilayah Dan Kota,Universitas Islam Sultan Agung,S1
Hukum Keluarga (Ahwal Syakhshiyah),Universitas Islam Sultan Agung,S1
Ilmu Hukum,Universitas Islam Sultan Agung,S1
Pendidikan Matematika,Universitas Islam Sultan Agung,S1
Pendidikan Guru Sekolah Dasar,Universitas Islam Sultan Agung,S1
Pendidikan Bahasa Inggris,Universitas Islam Sultan Agung,S1
Teknik Elektro,Universitas Islam Sultan Agung,S1
Ilmu Administrasi Negara,Universitas Islam Sumatera Utara,S1
Pendidikan Agama Islam,Universitas Islam Sumatera Utara,S1
Akuntansi,Universitas Islam Sumatera Utara,S1
Teknik Mesin,Universitas Islam Sumatera Utara,S1
Teknologi Hasil Pertanian,Universitas Islam Sumatera Utara,S1
Ilmu Komunikasi,Universitas Islam Sumatera Utara,S1
Pendidikan Matematika,Universitas Islam Sumatera Utara,S1
Teknik Industri,Universitas Islam Sumatera Utara,S1
Manajemen,Universitas Islam Sumatera Utara,S1
Pendidikan Bahasa Dan Sastra Indonesia,Universitas Islam Sumatera Utara,S1
Pendidikan Sejarah,Universitas Islam Sumatera Utara,S1
Pendidikan Biologi,Universitas Islam Sumatera Utara,S1
Sastra Inggris,Universitas Islam Sumatera Utara,S1
Pendidikan Fisika,Universitas Islam Sumatera Utara,S1
Teknik Informatika,Universitas Islam Sumatera Utara,S1
Teknik Elektro,Universitas Islam Sumatera Utara,S1
Pendidikan Kimia,Universitas Islam Sumatera Utara,S1
Agribisnis,Universitas Islam Sumatera Utara,S1
Agroteknologi,Universitas Islam Sumatera Utara,S1
Ekonomi Syari'Ah,Universitas Islam Sumatera Utara,S1
Pendidikan Agama Islam,Universitas Islam Sumatera Utara,S1
Ilmu Hukum,Universitas Islam Sumatera Utara,S1
Hukum Keluarga (Ahwal Al Syakhshiyah),Universitas Islam Sumatera Utara,S1
Ekonomi Pembangunan,Universitas Islam Sumatera Utara,S1
Teknik Sipil,Universitas Islam Sumatera Utara,S1
Pendidikan Agama Islam,Universitas Islam Syekh Yusuf,S1
Pendidikan Ekonomi,Universitas Islam Syekh Yusuf,S1
Ilmu Komunikasi,Universitas Islam Syekh Yusuf,S1
Akuntansi,Universitas Islam Syekh Yusuf,S1
Ilmu Hukum,Universitas Islam Syekh Yusuf,S1
Manajemen,Universitas Islam Syekh Yusuf,S1
Teknik Informatika,Universitas Islam Syekh Yusuf,S1
Teknik Sipil,Universitas Islam Syekh Yusuf,S1
Ilmu Administrasi Negara,Universitas Islam Syekh Yusuf,S1
Teknik Kimia,Universitas Islam Syekh Yusuf,S1
Teknik Industri,Universitas Islam Syekh Yusuf,S1
Pendidikan Bahasa Inggris,Universitas Islam Syekh Yusuf Tangerang,S1
Ilmu Tasawuf,Universitas Islam Zainul Hasan Genggong,S1
Tadris Bahasa Inggris,Universitas Islam Zainul Hasan Genggong,S1
Pendidikan Islam Anak Usia Dini,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Perbandingan Madzhab,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Manajemen Pendidikan Islam,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Pendidikan Bahasa Arab,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Pendidikan Agama Islam,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Ekonomi Syari'Ah,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Manajemen Keuangan Syariah,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Pendidikan Guru Madrasah Ibtidaiyah,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Perbankan Syari'Ah,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Tadris Bahasa Indonesia,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Tadris Ips,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Tadris Matematika,Universitas Islam Zainul Hasan Genggong Probolinggo,S1
Pendidikan Pancasila Dan Kewarganegaraan,Universitas Ivet,S1
Pendidikan Geografi,Universitas Ivet,S1
Pendidikan Ekonomi,Universitas Ivet,S1
Pendidikan Ilmu Pengetahuan Alam,Universitas Ivet,S1
Pendidikan Matematika,Universitas Ivet,S1
Pendidikan Informatika,Universitas Ivet,S1
Pendidikan Vokasional Teknik Mesin,Universitas Ivet,S1
Bimbingan Dan Konseling,Universitas Ivet,S1
Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Ivet,S1
Teknik Permesinan Kapal,Universitas Ivet,D-III
Teknik Bangunan Kapal,Universitas Ivet,D-III
Teknik Kelistrikan Kapal,Universitas Ivet,D-III
Pendidikan Sejarah,Universitas Ivet,S1
Sistem Dan Teknologi Informasi,Universitas Ivet,S1
Ilmu Lingkungan,Universitas Ivet,S1
Peternakan,Universitas Jabal Ghafur,S1
Teknik Informatika,Universitas Jabal Ghafur,S1
Teknik Informatika,Universitas Jabal Ghafur,D-III
Akuntansi,Universitas Jabal Ghafur,D-III
Keuangan Dan Perbankan,Universitas Jabal Ghafur,D-III
Bimbingan Dan Konseling,Universitas Jabal Ghafur,S1
Pendidikan Ekonomi,Universitas Jabal Ghafur,S1
Pendidikan Matematika,Universitas Jabal Ghafur,S1
Manajemen,Universitas Jabal Ghafur,S1
Ilmu Administrasi Negara,Universitas Jabal Ghafur,S1
